#2 Plus 2 Guaranteed Graduation Plan (for transfer students),2 Plus 2 Guaranteed Graduation Plan (for transfer students),http://2plus2.admissions.uiowa.edu
"Developmental Reading, College of Education","Developmental Reading, College of Education",https://education.uiowa.edu/academic-programs/developmental-reading
Developmental Studies Hybridoma Bank,Developmental Studies Hybridoma Bank,http://dshb.biology.uiowa.edu/
"Diagnostic Laboratories, UI (UIDL)","Diagnostic Laboratories, UI (UIDL)",http://www.healthcare.uiowa.edu/uidl
Digital Millennium Copyright Act (DMCA),Digital Millennium Copyright Act (DMCA),https://itsecurity.uiowa.edu/incidents/digital-millennium-copyright-act-dmca-1998
"Dining Services, see University Dining","Dining Services, see University Dining",http://dining.uiowa.edu/
"Directory Information, How to Update","Directory Information, How to Update",http://uiowa.edu/homepage/updating-directory-info
"Disabilities and Development, Center for","Disabilities and Development, Center for",http://www.uichildrens.org/childrens-content.aspx?id=228531
"Disability Awareness, Council on (CDA)","Disability Awareness, Council on (CDA)",http://www.uiowa.edu/cda
Disability Resources,Disability Resources,https://diversity.uiowa.edu/disability-resources
"Disability, Faculty/Staff, see Faculty and Staff Disability Services","Disability, Faculty/Staff, see Faculty and Staff Disability Services",https://hr.uiowa.edu/support/faculty-and-staff-disability-services
"Disability, Student, see Student Disability Services","Disability, Student, see Student Disability Services",http://sds.studentlife.uiowa.edu
Disability@Iowa,Disability@Iowa,http://disability.uiowa.edu/
"Disclosure of Outside Professional Activities, Annual (Faculty)","Disclosure of Outside Professional Activities, Annual (Faculty)",http://provost.uiowa.edu/conflict-interest-workplace
"Discrimination, Procedures for Complaints","Discrimination, Procedures for Complaints",http://diversity.uiowa.edu/policies/discrimination-complaint-procedures
Dissertation/Thesis Preparation,Dissertation/Thesis Preparation,http://www.grad.uiowa.edu/theses-and-dissertations
Distance and Online Education,Distance and Online Education,http://distance.uiowa.edu
"Diversity &amp; Enrichment, Center for","Diversity & Enrichment, Center for",http://diversity.uiowa.edu/cde
Diversity Resources,Diversity Resources,http://diversity.uiowa.edu
"Diversity, Office of Equal Opportunity and","Diversity, Office of Equal Opportunity and",http://diversity.uiowa.edu/eod
"Diversity, University Committee on","Diversity, University Committee on",https://president.uiowa.edu/charter-committees/committee-diversity
"Division of Diversity, Equity, and Inclusion","Division of Diversity, Equity, and Inclusion",https://diversity.uiowa.edu/office/division-diversity-equity-and-inclusion
"Division of Interdisciplinary Programs, CLAS","Division of Interdisciplinary Programs, College of Liberal Arts and Sciences",http://clas.uiowa.edu/interdisciplinary-programs/
Division of Performing Arts,Division of Performing Arts,http://dpa.uiowa.edu
Division of Sponsored Programs,Division of Sponsored Programs,http://research.uiowa.edu/dsp/
"Division of World Languages, Literatures &amp; Cultures","Division of World Languages, Literatures & Cultures",http://clas.uiowa.edu/dwllc/
DNA Facility,DNA Facility,http://www.medicine.uiowa.edu/humangenetics/genomics/
Domestic Partner Benefit Coverage - Human Resources,Domestic Partner Benefit Coverage - Human Resources,http://hr.uiowa.edu/benefits/domestic-partners
Doris Duke Clinical Research Fellowship Program,Doris Duke Clinical Research Fellowship Program,http://www.medicine.uiowa.edu/dd_profile.aspx?id=2643
"Dorms, see University Housing","Dorms, see University Housing",http://housing.uiowa.edu/
Dows Institute for Dental Research,"Dows Institute for Dental Research, see Iowa Institute for Oral Health Research",https://www.dentistry.uiowa.edu/dental-research-facilities
"Driving Policy, Operations Manual 19.5","Driving Policy, Operations Manual 19.5",https://opsmanual.uiowa.edu/administrative-financial-and-facilities-policies/fleet-services#19.5
"Driving Policy, Risk Management","Driving Policy, Risk Management",https://uiowa.edu/riskmanagement/vehicle-use#DLRS
"Driving Policy, University",University Driving Policy,https://opsmanual.uiowa.edu/administrative-financial-and-facilities-policies/fleet-services/university-driving-policy
"Driving Simulator, National Advanced","Driving Simulator, National Advanced",http://www.nads-sc.uiowa.edu/
Drones,Drones,https://uiowa.edu/riskmanagement/drones
Drop/Add Forms (Registrar's Office),Drop/Add Forms (Registrar's Office),https://registrar.uiowa.edu/changes-registration
Drug Free Workplace,Drug Free Workplace,http://hr.uiowa.edu/policies/other-annual-notifications
Dual Career Network,Dual Career Network,https://hr.uiowa.edu/careers/dual-career-services
Dynamic Image Analysis Facility,Dynamic Image Analysis Facility,http://biology.uiowa.edu/facilities/wm-keck-dynamic-image-analysis-facility
E-forms,E-forms,http://www.uiowa.edu/eforms/
E-Learning (Resources for faculty/staff),E-Learning (Resources for faculty/staff),https://hr.uiowa.edu/development/learning-and-development/e-learning-programs
E-mail,E-mail,http://its.uiowa.edu/email
E-mail Listservs,E-mail Listservs,http://its.uiowa.edu/listserv
"E-mail, Mass E-mail Service","E-mail, Mass E-mail Service",http://its.uiowa.edu/massmail
Early Intervention Team,Early Intervention Team,http://dos.uiowa.edu/assistance/early-intervention-team/
Earth and Environmental Sciences,Earth and Environmental Sciences,http://geoscience.clas.uiowa.edu
"East Asian Collection, University Libraries","East Asian Collection, University Libraries",http://www.lib.uiowa.edu/eac/
eBid (Online Bid Application),eBid (Online Bid Application),https://uiowa.edu/ap-purchasing/ebid
"Economic Development, see Iowa Centers for Enterprise","Economic Development, see Iowa Centers for Enterprise",http://enterprise.uiowa.edu
"Economics Department, Tippie College of Business","Economics Department, Tippie College of Business",http://tippie.uiowa.edu/economics/
"Education, College of","Education, College of",http://www.education.uiowa.edu
"Educational Administration, see Educational Policies and Leadership Studies","Educational Administration, see Educational Policies and Leadership Studies",http://www.education.uiowa.edu/epls/
Educational Measurement and Statistics,Educational Measurement and Statistics,http://www.education.uiowa.edu/measstat
"Educational Policy and Leadership Studies, Department of","Educational Policy and Leadership Studies, Department of",http://www.education.uiowa.edu/epls/
"Educational Psychology Program, College of Education","Educational Psychology Program, College of Education",http://www.education.uiowa.edu/edpsych
"Educational Technology Center, College of Education","Educational Technology Center, College of Education",http://www.education.uiowa.edu/etc
eGranary Digital Library,eGranary Digital Library,http://www.widernet.org/eGranary/
Elder Caregiving Resources,Elder Caregiving Resources,https://hr.uiowa.edu/well-being/family-services/elder-caregiving-resources
"Electrical and Computer Engineering, Department of","Electrical and Computer Engineering, Department of",https://ece.engineering.uiowa.edu
"Electrical Outages and Repairs, see Work Control Center, FS","Electrical Outages and Repairs, see Work Control Center, FS",http://www.facilities.uiowa.edu/bls/wcc.html
Electron Spin Resonance Facility,Electron Spin Resonance Facility,http://www.healthcare.uiowa.edu/CoreFacilities/esr
Electronic Forms,Electronic Forms,https://uiowa.edu/eforms/human-resources
"Electronics Shop, College of Engineering","Electronics Shop, College of Engineering",http://www.engineering.uiowa.edu/~eshop/
Elementary Education Licensure and Certification,Elementary Education Licensure and Certification,https://education.uiowa.edu/elementary-education
"Elevator Service, see Work Control Center, FS","Elevator Service, see Work Control Center, FS",http://www.facilities.uiowa.edu/bls/wcc.html
Email,Email,http://its.uiowa.edu/email
"Emergencies - Trouble Calls (Plumbing, Elevators, Power, etc.)","Emergencies - Trouble Calls (Plumbing, Elevators, Power, etc.)",http://www.facilities.uiowa.edu/bls/wcc.html
Emergency Department (UI Hospitals and Clinics),Emergency Department (UI Hospitals and Clinics),http://www.uihealthcare.org/emergencydepartment/
Emergency Information,Emergency Information,http://e.uiowa.edu
Emergency Medical Services Learning Resources Center,Emergency Medical Services Learning Resources Center,http://www.uihealthcare.org/emslrc/
"Emergency Medicine, Department of","Emergency Medicine, Department of",http://www.medicine.uiowa.edu/emergencymedicine/
"Emergency Procedures, UI","Emergency Procedures, UI",http://emergency.uiowa.edu/content/what-do-emergency
"Emerging Infectious Diseases, Center for","Emerging Infectious Diseases, Center for",http://www.public-health.uiowa.edu/ceid/
Emeritus Faculty Council,Emeritus Faculty Council,http://www.uiowa.edu/emeritusfaculty
Employee and Labor Relations,Employee and Labor Relations,https://hr.uiowa.edu/support/employee-and-labor-relations
Employee Assistance Program,Employee Assistance Program,https://hr.uiowa.edu/well-being/employee-assistance-program
"Employee Discount Program, University of Iowa","Employee Discount Program, University of Iowa",https://hr.uiowa.edu/benefits/benefits-overview/employee-discount-program
Employee Ergonomics Program,Employee Ergonomics Program,https://hr.uiowa.edu/well-being/ergonomics-program
"Employee Health Clinic, UI","Employee Health Clinic, UI",https://uihc.org/university-employee-health-clinic
Employee Self Service,Employee Self Service,https://login.uiowa.edu/uip/login.page?service=https%3A//hris.uiowa.edu/portal/
"Employment Opportunities, see Jobs@Iowa","Employment Opportunities, see Jobs@Iowa",http://jobs.uiowa.edu/
Ending Violence at Iowa,Ending Violence at Iowa,https://endingviolence.uiowa.edu/
"Endodontics, Graduate Program in","Endodontics, Graduate Program in",http://www.dentistry.uiowa.edu/endodontics
Energy &amp; Environment,Energy & Environment,http://www.facilities.uiowa.edu/uem/energy-management/
Engineering Career Services,Engineering Career Services,http://www.engineering.uiowa.edu/career-services/
Engineering Computer Services,Engineering Computer Services,http://www.icaen.uiowa.edu/
Engineering Electronics Shop,Engineering Electronics Shop,http://www.engineering.uiowa.edu/%7Eeshop/
"Engineering Library, Lichtenberger","Engineering Library, Lichtenberger",http://www.lib.uiowa.edu/eng/
"Engineering, College of","Engineering, College of",http://www.engineering.uiowa.edu/
English as a Second Language Program,English as a Second Language Program,http://clas.uiowa.edu/esl/
"English Education, College of Education","English Education, College of Education",https://education.uiowa.edu/academic-programs/english-education
"English, Department of","English, Department of",http://english.uiowa.edu
"Enrollment Statistics, see Profile of Students","Enrollment Statistics, see Profile of Students",https://registrar.uiowa.edu/student-profile
Enterprise Risk Management,Enterprise Risk Management,http://www.uiowa.edu/enterpriseriskmanagement/
"Entrepreneurial Center, John Pappajohn","Entrepreneurial Center, John Pappajohn",http://www.iowajpec.org/
"Environmental Contamination, Center for the Health Effects of","Environmental Contamination, Center for the Health Effects of",http://www.cheec.uiowa.edu/
Environmental Health and Safety,Environmental Health and Safety,http://ehs.research.uiowa.edu/
Environmental Health Sciences Research Center,Environmental Health Sciences Research Center,http://cph.uiowa.edu/ehsrc/
Environmental Policy and Planning (EPPL),Environmental Policy and Planning (EPPL),http://clas.uiowa.edu/geography/undergraduate-program/environmental-policy-and-planning-eppl-babs
"Environmental Sciences Program, College of Liberal Arts and Sciences","Environmental Sciences Program, College of Liberal Arts and Sciences",http://clas.uiowa.edu/envsci/
Environmental Services,Environmental Services,http://www.facilities.uiowa.edu/pdc/environmental-services.html
"EOD, Office of Equal Opportunity and Diversity","EOD, Office of Equal Opportunity and Diversity",http://diversity.uiowa.edu/eod
"Epidemiology, Department of","Epidemiology, Department of",http://www.public-health.uiowa.edu/epi/index.html
"Equal Opportunity and Diversity, Office of","Equal Opportunity and Diversity, Office of",http://diversity.uiowa.edu/office/equal-opportunity-and-diversity
"Ergonomics Program, Employee","Ergonomics Program, Employee",https://hr.uiowa.edu/well-being/ergonomics-program
Ethics and Public Policy,Ethics and Public Policy,http://clas.uiowa.edu/ethics/
EthicsPoint,EthicsPoint,https://secure.ethicspoint.com/domain/en/report_custom.asp?clientid=9723
"Ethnic Inclusion, College of Engineering","Ethnic Inclusion, College of Engineering",http://www.engineering.uiowa.edu/about/ethnic-inclusion
"Ethnic Inclusion, Office of Graduate","Ethnic Inclusion, Office of Graduate",http://ogei.grad.uiowa.edu/
European Studies Group,European Studies Group,http://international.uiowa.edu/european-studies/european-studies-group
"Evaluation &amp; Assessment, Center for","Evaluation & Assessment, Center for ",http://www.education.uiowa.edu/cea
"Event Calendar, UI","Event Calendar, UI",http://events.uiowa.edu
"Event Cancellations, see Severe Weather Information","Event Cancellations, see Severe Weather Information",http://emergency.uiowa.edu/content/severe-weather-0
"Event Services, Guest and (Iowa Memorial Union)","Event Services, Guest and (Iowa Memorial Union)",http://imu.uiowa.edu/imu-event-services/
"Event Spaces, Hawkeye","Event Spaces, Hawkeye",http://hawkeyespaces.uiowa.edu/
Event Tickets,Event Tickets,http://www.uiowa.edu/homepage/calendars/tickets
"Events, Master Calendar of","Events, Master Calendar of",http://calendar.uiowa.edu/
Exam Information,Exam Information,http://www.registrar.uiowa.edu/Student/ExamInformation/tabid/151/Default.aspx
"Excellence and Achievement Among Women, Celebration of","Excellence and Achievement Among Women, Celebration of",http://www.uiowa.edu/celebrationofexcellence/
"Executive Council of Graduate and Professional Students, Graduate and Professional Student Government","Executive Council of Graduate and Professional Students, Graduate and Professional Student Government",http://gpsg.uiowa.edu
"Exercise Science, see Health and Human Physiology","Exercise Science, see Health and Human Physiology",http://clas.uiowa.edu/hhp/
"Eye Bank, Iowa Lions","Eye Bank, Iowa Lions",http://www.iowalionseyebank.org/
"Eye Care and Vision, see Ophthalmology","Eye Care and Vision, see Ophthalmology",http://www.uihealthcare.org/servicearea.aspx?id=1599
"Facebook, UI","Facebook, UI ",https://www.facebook.com/universityofiowa
Facilities Management,Facilities Management,http://www.facilities.uiowa.edu/
"Fact Book, University of Iowa","Fact Book, University, see About the University",http://www.uiowa.edu/homepage/about-university
"Faculty and Staff Disability Services, Office of","Faculty and Staff Disability Services, Office of",https://hr.uiowa.edu/support/faculty-and-staff-disability-services
Faculty and Staff Governing Bodies,"Faculty and Staff Governing Bodies, see Administration",http://uiowa.edu/homepage/about-university/administration
Faculty and Staff Immigration Services,Faculty and Staff Immigration Services,https://hr.uiowa.edu/support/faculty-and-staff-immigration-services
Faculty and Staff Services,Faculty and Staff Services,https://hr.uiowa.edu/well-being/employee-assistance-program
"Faculty and Staff, Information for","Faculty and Staff, Information for",http://uiowa.edu/faculty-and-staff
"Faculty and Staff, Moving Info","Faculty and Staff, Moving Info",https://uiowa.edu/ap-purchasing/employee-moves-and-relocations
Faculty Development,Faculty Development,http://provost.uiowa.edu/faculty-development
"Faculty Governance, College of Liberal Arts &amp; Sciences","Faculty Governance, College of Liberal Arts & Sciences",http://clas.uiowa.edu/faculty/faculty-governance
Faculty Handbook,Faculty Handbook,http://provost.uiowa.edu/faculty-handbook
Faculty Human Resources (Office of the Provost),Faculty Human Resources (Office of the Provost),http://provost.uiowa.edu/faculty-hr-administration
Faculty Position Listings,Faculty Position Listings,http://jobs.uiowa.edu/faculty/
Faculty Senate,Faculty Senate,http://www.uiowa.edu/facultysenate/
Fall Charitable Giving Campaign,Fall Charitable Giving Campaign,https://goo.gl/dyzN7K
"Family Care, see Primary Care (UIHC)","Family Care, see Primary Care (UIHC)",http://www.uihealthcare.org/primarycare/
"Family Housing, see Housing","Family Housing, see Housing",http://uiowa.edu/homepage/housing-information
Family Issues Charter Committee,Family Issues Charter Committee,http://www.uiowa.edu/ficc
Family Medical Leave Act (FMLA) Employee Toolbox,Family Medical Leave Act (FMLA) Employee Toolbox,https://hr.uiowa.edu/support/faculty-and-staff-disability-services/family-and-medical-leave-act-fmla
"Family Medicine, Department of","Family Medicine, Department of",http://www.medicine.uiowa.edu/familymedicine/
Family Services,Family Services,https://hr.uiowa.edu/well-being/family-services
Family Weekend,Family Weekend,http://imu.uiowa.edu/family-weekend/
"Fees, see Estimated Cost of Attendance","Fees, see Estimated Cost of Attendance",http://admissions.uiowa.edu/finances/estimated-costs-attendance
"Fermentation Facility, see Center for Biocatalysis and Bioprocessing","Fermentation Facility, see Center for Biocatalysis and Bioprocessing",https://cbb.research.uiowa.edu/
"Fiduciary Conduct, see Ethics and Conduct","Fiduciary Conduct, see Ethics and Conduct",https://secure.ethicspoint.com/domain/en/report_custom.asp?clientid=9723
Field House,Field House,http://recserv.uiowa.edu/facilities/field-house
Film and Video Production,Film and Video Production,http://media.uiowa.edu/
"Film Studies and Production, see Department of Cinematic Arts","Film Studies and Production, see Department of Cinematic Arts",http://clas.uiowa.edu/ccl/
Final Exam Policies and Schedule,Final Exam Policies and Schedule,http://www.registrar.uiowa.edu/Student/ExamInformation/FinalExamScheduleandInformation/tabid/110/Default.aspx
Finance and Operations,Finance and Operations,http://fo.uiowa.edu/
Finance and Operations Unit Review Assistance,Finance and Operations Unit Review Assistance,http://fo.uiowa.edu/preparing-unitprogram-review-finance-and-operations-0
"Finance, Department of, College of Business","Finance, Department of, College of Business",http://tippie.uiowa.edu/finance/
"Financial Aid (Loans, Grants, Scholarships)","Financial Aid (Loans, Grants, Scholarships)",http://financialaid.uiowa.edu
"Financial Aid, College of Law","Financial Aid, College of Law",http://www.law.uiowa.edu/students/finaid
"Financial Aid, Graduate College","Financial Aid, Graduate College",http://grad.admissions.uiowa.edu/finances
"Financial Aid, Roy J. and Lucille A. Carver College of Medicine","Financial Aid, Roy J. and Lucille A. Carver College of Medicine",http://www.medicine.uiowa.edu/osac/financial/index.html
Financial Analysis,Financial Analysis,http://fa.fo.uiowa.edu/
Financial Management and Budget,Financial Management and Budget,http://fmb.fo.uiowa.edu
Financial Reports,Financial Reports,http://afr.fo.uiowa.edu/
Find a Doctor,Find a Doctor,http://www.uihealthcare.org/FindADoc/
Find a Friend (Alumni Services),Find a Friend (Alumni Services),http://www.iowalum.com/find/
Fine Arts Council,Fine Arts Council,http://fineartscouncil.uiowa.edu/
Finkbine Golf Course,Finkbine Golf Course,http://www.finkbine.com
Fire Safety,Fire Safety,http://police.uiowa.edu/fire-safety
"First Year Experience, Your","First Year Experience, Your",http://fye.uiowa.edu/
First-Year Seminars,First-Year Seminars,https://uc.uiowa.edu/academics/first-year-seminars
Fitness Programs,Fitness Programs,http://recserv.uiowa.edu/fitness
Five-Year Calendar,Five-Year Calendar,https://registrar.uiowa.edu/five-year-calendar
FLARE: Foreign Language Acquisition Research and Education,FLARE: Foreign Language Acquisition Research and Education,http://clas.uiowa.edu/dwllc/flare
Fleet Services,Fleet Services,http://transportation.uiowa.edu/university-vehicles
Flexible Work Arrangements,Flexible Work Arrangements,https://hr.uiowa.edu/well-being/family-services/flexible-work-arrangements
FLIP: Furthering Language Incentive Program,FLIP: Furthering Language Incentive Program,http://clas.uiowa.edu/students/furthering-language-incentive-program-flip
Flood (2008) Recovery Information,Flood (2008) Recovery Information (Internet Archive),http://wayback.archive-it.org/org-120/20140102211422/http://www.uiowa.edu/floodrecovery/
"Flood Updates, UI, 2014","Flood Updates, UI, 2014",http://now.uiowa.edu/flood2014
Flow Cytometry Facility,Flow Cytometry Facility,http://www.healthcare.uiowa.edu/CoreFacilities/FlowCytometry
"Flu, Pandemic, see Pandemic Flu Preparedness Task Force","Flu, Pandemic, see Pandemic Flu Preparedness Task Force",http://provost.uiowa.edu/pandemic-influenza-preparedness-task-force
"Flu, see Influenza Information","Flu, see Influenza Information",http://www.uiowa.edu/influenza/
FMLA (Family Medical Leave Act),FMLA (Family Medical Leave Act),https://hr.uiowa.edu/support/faculty-and-staff-disability-services/family-and-medical-leave-act-fmla
"Food and Nutrition Services, UIHC","Food and Nutrition Services, UIHC",https://uihc.org/dietitian-services
"Food Service, see University Dining","Food Service, see University Dining",http://dining.uiowa.edu/
"Foreign Admissions, see International Students (undergraduate)","Foreign Admissions, see International Students (undergraduate)",http://admissions.uiowa.edu/future-students/international-students
Foreign Language Acquisition &amp; Research Program  (FLARE),Foreign Language Acquisition & Research Program  (FLARE) ,http://www.uiowa.edu/flares/
"Foreign Language and ESL Education, College of Education","Foreign Language and ESL Education, College of Education",http://www.education.uiowa.edu/teach/foreign-esl/home
"Foreign Relations Council, Iowa City (ICFRC)","Foreign Relations Council, Iowa City (ICFRC)",http://icfrc.org
Foreign Students and Scholars,Foreign Students and Scholars,http://admissions.uiowa.edu/future-students/international-students
Former Worker Program,Former Worker Program,http://cph.uiowa.edu/iowafwp//index.php
"Forms, Electronic","Forms, Electronic",https://www.uiowa.edu/eforms/
Four-Year Graduation Plan,Four-Year Graduation Plan,http://newstudents.uiowa.edu/graduate-four-years
Fraternity and Sorority Life,Fraternity and Sorority Life,https://fsl.uiowa.edu/
Fraud Hotline (UI confidential hotline),Fraud Hotline (UI confidential hotline),https://secure.ethicspoint.com/domain/en/report_custom.asp?clientid=9723
Free Radical and Radiation Biology Graduate Program,Free Radical and Radiation Biology Graduate Program,http://frrbp.medicine.uiowa.edu
"Freedom of Information Requests, see Public Records Site","Freedom of Information Requests, see Public Records Site",http://publicrecordsrequests.iowa.uiowa.edu
"French and Italian, Department of","French and Italian, Department of",http://clas.uiowa.edu/dwllc/french-italian
"FSG Work Control Center, see FM@YourService","FSG Work Control Center, see FM@YourService",https://fmservice.facilities.uiowa.edu/#/Home
"FSG, see Facilities Management","FSG, see Facilities Management",http://www.facilities.uiowa.edu/
Funded Retirement &amp; Insurance Charter Committee (FRIC),Funded Retirement & Insurance Charter Committee (FRIC),http://www.uiowa.edu/fric/
"Funding Opportunities, Research","Funding Opportunities, Research",http://research.uiowa.edu/find-funding
Furthering Language Incentive Program (FLIP),Furthering Language Incentive Program (FLIP),http://clas.uiowa.edu/students/furthering-language-incentive-program-flip
FUTURE in Biomedicine,FUTURE in Biomedicine,http://www.medicine.uiowa.edu/future/
fyi Archives,fyi Archives,http://fyi.uiowa.edu
"Gay, Lesbian, Bisexual, Transgender and Allied Union (GLBTUA)","Gay, Lesbian, Bisexual, Transgender and Allied Union, see Spectrum UI",https://diversity.uiowa.edu/organization/spectrum-ui
"Gender, Women's & Sexuality Studies","Gender, Women's & Sexuality Studies",http://clas.uiowa.edu/gwss/
"Gene Therapy of Cystic Fibrosis and Other Genetic Diseases, Iowa Center for","Gene Therapy of Cystic Fibrosis and Other Genetic Diseases, Iowa Center for",http://www.medicine.uiowa.edu/genetherapy/
"Gene Transfer Vector Core, Viral Vector Core","Gene Transfer Vector Core, Viral Vector Core",http://www.medicine.uiowa.edu/vectorcore
General Assignment Classrooms,General Assignment Classrooms,http://classrooms.uiowa.edu/
General Catalog,General Catalog,http://registrar.uiowa.edu/general-catalog
General Counsel,General Counsel,http://gencounsel.uiowa.edu
"General Education Program, College of Liberal Arts and Sciences","General Education Program, College of Liberal Arts and Sciences",http://clas.uiowa.edu/students/general-education-program-requirements
General Stores,"General Stores, see Materials Management",http://www.uiowa.edu/generalstores/general-stores
"Genetics, Graduate Studies in","Genetics, Graduate Studies in",http://genetics.grad.uiowa.edu/
"Genomics, Carver Center for","Genomics, Carver Center for",http://www.biology.uiowa.edu/ccg/
Geographical and Sustainability Sciences,Geographical and Sustainability Sciences,http://clas.uiowa.edu/geography/
"Geography, Department of see Geographical and Sustainability Sciences","Geography, Department of see Geographical and Sustainability Sciences",http://clas.uiowa.edu/geography/
"Geological and Water Survey, Iowa","Geological and Water Survey, Iowa",http://www.igsb.uiowa.edu/
"Geoscience Library, see Sciences Library","Geoscience Library, see Sciences Library",http://www.lib.uiowa.edu/sciences
"Geoscience, Department of see Earth and Environmental Sciences","Geoscience, Department of see Earth and Environmental Sciences",http://geoscience.clas.uiowa.edu
"Geriatric Education Center, Iowa  (IGEC)","Geriatric Education Center, Iowa  (IGEC)",http://www.healthcare.uiowa.edu/igec/
"Geriatric Nursing Excellence, Hartford/Csomay Center for","Geriatric Nursing Excellence, Hartford/Csomay Center for",http://www.nursing.uiowa.edu/hartford
"German, Department of","German, Department of",http://clas.uiowa.edu/dwllc/german/
GI Bill - Veterans Services,GI Bill - Veterans Services,http://www.benefits.va.gov/gibill/
"Gifted Education, see Belin-Blank Center","Gifted Education, see Belin-Blank Center",http://www.education.uiowa.edu/belinblank/
Giving to Iowa,Giving to Iowa,http://www.uifoundation.org/
GLBTQ Resources,GLBTQ Resources,http://diversity.uiowa.edu/about/lgbtq-community
Global Health Studies Program (GHSP),Global Health Studies Program (GHSP),http://clas.uiowa.edu/global-health-studies
"Golf Course, Finkbine","Golf Course, Finkbine",http://www.finkbine.com
"Governance, Shared","Governance, Shared",http://www.uiowa.edu/sharedgovernance/
Governing Bodies,Governing Bodies,http://uiowa.edu/homepage/about-university/administration
"Government Collections,  University Libraries","Government Collections,  University Libraries",http://www.lib.uiowa.edu/govpubs/about/
Governmental Relations,Governmental Relations,http://govrel.uiowa.edu/
GPA Calculator,GPA Calculator,http://registrar.uiowa.edu/gpa-calculator
Graduate and Professional Student Government,Graduate and Professional Student Government,http://gpsg.uiowa.edu
Graduate College,Graduate College,http://www.grad.uiowa.edu/
Graduate Degrees,Graduate Degrees,http://grad.admissions.uiowa.edu/graduate-areas-of-study
"Graduate Inclusion, Office of","Graduate Inclusion, Office of",http://ogi.grad.uiowa.edu/
Graduate Medical Education,Graduate Medical Education,https://gme.medicine.uiowa.edu/
Graduate Programs,Graduate Programs,http://www.grad.uiowa.edu/programs/alphabetically
"Graduate Student Handbook, see Manual of Rules and Regulations","Graduate Student Handbook, see Manual of Rules and Regulations",http://www.grad.uiowa.edu/graduate-college-manual/
Graduate Student Senate,Graduate Student Senate,http://gss.grad.uiowa.edu/
Graduation Analysis,Graduation Analysis,http://registrar.uiowa.edu/graduation-analysis
"Graduation, see Commencement","Graduation, see Commencement",http://registrar.uiowa.edu/commencement
Grant &amp; Research Services Center  (College of Education),Grant & Research Services Center  (College of Education) ,http://www.education.uiowa.edu/grsc/
Grant Accounting Office,Grant Accounting Office,http://gao.fo.uiowa.edu/
Grant Field (Dr. Christine H.B. Grant Field),Grant Field (Dr. Christine H.B. Grant Field),http://www.hawkeyesports.com/sports/2016/6/13/facilities-iowa-grant-field-html.aspx
"Graphics, University, see University Brand Manual","Graphics, University, see University Brand Manual",http://vpsc.uiowa.edu/brand/
Great Plains Center for Agricultural Health,Great Plains Center for Agricultural Health,http://www.public-health.uiowa.edu/gpcah/
Greek Life,Greek Life,https://fsl.uiowa.edu/
"Guaranteed Graduation Plan, 2 Plus 2 (for transfer students)","Guaranteed Graduation Plan, 2 Plus 2 (for transfer students)",http://2plus2.admissions.uiowa.edu
"Guest House, Helen Rossi","Guest House, Helen Rossi",http://www.uihealthcare.org/overnightguests/
Guide to Courses,Guide to Courses,https://isis.uiowa.edu/isis2/courses/search.page
Guild of Book Workers Library,Guild of Book Workers Library,http://www.lib.uiowa.edu/sc/gbw/
"Hall of Fame, Roy J. Karro Athletics","Hall of Fame, Roy J. Karro Athletics",http://www.hawkeyesports.com/sports/2016/6/13/hallfame-iowa-hallfame-html.aspx
Hancher,Hancher,http://www.hancher.uiowa.edu/
"Handshake (student jobs, internships, post-graduation opportunities)","Handshake (student jobs, internships, post-graduation opportunities)",https://careers.uiowa.edu/handshake
Harassment Policy,Harassment Policy,http://www.uiowa.edu/~our/opmanual/ii/14.htm
Hardin Library for the Health Sciences,Hardin Library for the Health Sciences,http://www.lib.uiowa.edu/hardin/
Hardin MD,Hardin MD,http://hardinmd.lib.uiowa.edu/
Hartford/Csomay Center for Geriatric Nursing Excellence,Hartford/Csomay Center for Geriatric Nursing Excellence,http://www.nursing.uiowa.edu/hartford
Hawk Alert,Hawk Alert,http://hawkalert.uiowa.edu/
Hawk ID,Hawk ID,http://hawkid.uiowa.edu/
Hawk Mail,Hawk Mail,https://email.uiowa.edu/
Hawk Mail Support,Hawk Mail Support,http://its.uiowa.edu/email
Hawk Shop,Hawk Shop,http://www.hawkshop.com/
Hawkeye Dollars,Hawkeye Dollars,http://dining.uiowa.edu/dining-tools/hawkeye-dollars
Hawkeye Event Spaces,Hawkeye Event Spaces,http://hawkeyespaces.uiowa.edu/
Hawkeye Kids Camp,Hawkeye Kids Camp,http://hr.uiowa.edu/family-services/hawkeye-kids-camp
Hawkeye Marching Band,Hawkeye Marching Band,https://uiowa.edu/hmb/
Hawkeye Sports Medical Forms,Hawkeye Sports Medical Forms,http://medforms.sports.uiowa.edu/
"Hawkeye Sports, see Athletics","Hawkeye Sports, see Athletics",http://hawkeyesports.com
Hawkeye Treats (care packages for students),Hawkeye Treats (care packages for students),https://cougar.its.uiowa.edu/treats
HawkeyeSports.com,HawkeyeSports.com,http://www.hawkeyesports.com/
Hawkinson Institute of Business Finance,Hawkinson Institute of Business Finance,http://tippie.uiowa.edu/hawkinson/
HawkIRB (Institutional Review Board),HawkIRB (Institutional Review Board),https://hawkirb.research.uiowa.edu/hawkirb/
